Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics,Average1,Average2,Average3,Average4,Average5,Varience1,Varience2,Varience3,Varience4,Varience5,Standard Deviation1,Standard Deviation2,Standard Deviation3,Standard Deviation4,Standard Deviation5,Minimum1,Minimum2,Minimum3,Minimum4,Minimum5,Maximum1,Maximum2,Maximum3,Maximum4,Maximum5,Track Popularity Output,Artist Popularity Output
Get In With Me,BossMan Dlow,61,,120792,2024-01-19,76,0.612,0.649,1,-5.553,0,0.384,0.133,0.0,0.11,0.219,158.9,4,"Big Za
Yeah
Gram
(Dante, you snapped on this one)
Uh-uh, uh-uh

I was bad in fuckin' school
Now I'm tryna dodge a sentence (shit)
Just walked out the Lanvin store
Pair of shoes, twelve-fifty (nigga)
You wanna boss up your life?
All you gotta do is get in with me (come here, baby)
I don't even pay to get in the club
They know I'm a walking ticket (hip, hip)

I'm presidential leaving the club
We ain't stopping at no lights (yoom)
You wanna be a boss?
You gotta pay the price (facts)
Left wrist on froze
...
",57.788208,44.282047,35.905445,35.855732,38.17167,20069.729,1990.939,840.6286,563.6844,574.61414,141.66766,44.619938,28.993595,23.742039,23.971111,0.81221443,0.37537375,0.3127521,0.32516342,0.53108186,4471.037,874.0374,538.3871,350.0765,433.277,,
Ghost,Justin Bieber,89,"canadian pop, pop",153190,2021-03-19,90,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4,"Young blood thinks there's always tomorrow

I miss your touch on nights when I'm hollow
I know you crossed a bridge that I can't follow

Since the love that you left is all that I get, I want you to know that

If I can't be close to you, I'll settle for the ghost of you
I miss you more than life (more than life)
And if you can't be next to me, your memory is ecstasy
...
",59.009792,74.85131,76.52276,74.66964,63.345398,2288.295,5210.6074,3018.1628,2625.159,1533.2129,47.836124,72.18454,54.93781,51.236305,39.15626,0.25319085,0.5231672,0.042655315,0.67810506,0.35831204,780.91833,1179.847,1045.4744,480.58337,305.19778,,
Giant (with Rag'n'Bone Man),Calvin Harris,85,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",229184,2019-01-11,71,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,4,"I understood loneliness
Before I knew what it was
I saw the pills on the table
For your unrequited love

I would be nothing
Without you holding me up
Now I'm strong enough for both of us
Both of us, both of us, both of us

I am the giant (ooh)
Stand up on my shoulders, tell me what you see
'Cause I am the giant (ooh)
We'll be breaking boulders underneath our feet
I am, I am, I am, I am, I am, I am the giant (oh)
...
",38.519005,63.496975,61.34721,44.46064,47.6745,563.93054,8008.4287,3818.8965,1052.7579,1229.2029,23.747221,89.48982,61.797222,32.44623,35.05999,0.3622986,0.9992935,0.6425165,0.43669713,0.31995904,385.29437,2788.9795,1229.8278,556.633,568.0144,,
Gimme Love,Sia,83,"australian dance, australian pop, pop",177921,2023-09-13,83,0.284,0.755,1,-3.145,0,0.05,0.00335,0.00195,0.103,0.199,93.384,4,"You don't wanna dance with me
But, babe, that's what I need
Please now, just this once
Dance, babe, dance, baby
You don't wanna sing with me
But, babe, that's what I need
Please now, just this once

Sing, baby, yeah
La-la-la-la
Sing, baby, la-la-la, la-da-la

Come now, do this just for me, yeah
I don't ask for much
Gimme love, gimme love, gimme love, baby
(Gimme love, gimme love, gimme love)

Oh, please now, do this just for me, yeah
I don't ask for much
...
",74.90669,130.52142,81.101715,65.942566,72.72714,6369.9673,21479.37,3163.9573,1876.5745,2750.3943,79.81207,146.55841,56.249065,43.319447,52.444202,0.27440676,0.20517251,0.46110973,0.7812899,0.25309306,1362.0719,1766.9164,712.90216,560.4286,636.07184,,
Gimme Some More,Busta Rhymes,71,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",158466,1998,63,0.591,0.855,11,-8.339,0,0.339,0.00832,5.87e-05,0.771,0.78,136.734,4,"Yeah, as a shorty, playing in the front yard of the crib
Fell down, and I bumped my head
Somebody helped me up and asked me if I bumped my head
I said, ""Yeah""
So then they said, ""Oh, so that mean we gon', you gon' switch it on 'em?""
I said, ""Yeah, Flipmode, Flipmode is the greatest""
Knowing as a shorty, I was always told
That if I ain't gon' be part of the greatest
I gotta be the greatest myself

C'mon, c'mon, yeah, c'mon
Yeah, nigga, what? What a surprise
Give ya some'n, make a nigga close both of your eyes
All my niggas gettin' money capitalize
Die little small guy, we on the rise
Everything a nigga touch platinumize
Fully equipped, you know we come wit' all the supplies
Got a big gun, and I'ma show you the size
You fuck wit' any of my Flipmode family ties

Me and my niggas be comin' through stalkin' you out
Killin' off any and everything you talkin' about
See you in the club, now we walkin' you out
Shoulda thought twice 'fore you went and opened your mouth
Yo, anyway we stay keepin it movin'
Fuckin' with the wrong nigga, hope you know what you doin'
Now blame me, all the same niggas is lame
It's not a game, makin' names still splittin' your frames!

Y'all niggas had enough? (Gimme some more)
Y'all niggas want the wild shit? (Gimme some more)
...
",25.143415,57.200974,46.20274,27.902122,29.905672,291.7209,8358.882,5625.023,382.74826,314.69855,17.079838,91.42692,75.00015,19.563953,17.739744,0.4455129,0.28209764,0.48344904,0.37401536,0.37116802,454.02472,2836.1196,3204.7793,312.60724,198.53676,,
Girl From Rio,Anitta,81,"funk pop, funk rj, pagode baiano, pop, pop nacional",194421,2021-04-29,58,0.692,0.639,0,-6.717,1,0.0352,0.00727,0.0,0.199,0.733,140.059,4,"Hot girls, where I'm from, we don't look like models
Tan lines, big curves, and the energy glows
You'll be falling in love with the girl from Rio (yeah, yeah, yeah)

Let me tell you 'bout a different Rio (yeah)
The one I'm from, but not the one that you know
The one you meet when you don't have no real
Baby, it's my love affair, it's my love affair, yeah

Just found out I have another brother
Same daddy, but a different mother
This was something that I always wanted
Baby, it's a love affair, it's a love affair, yeah (yeah, yeah, yeah)

Oh-woah
I got it, I got it, I got it, I got it, it runs in my blood, oh
I love it, I love it, I love it, I love it, you already know, oh
A dime, a dozen, I'm lucky, I'm lucky, I'm lucky, I know, oh
It's my love affair, yeah (hit it, whip, fade)

Hot girls, where I'm from, we don't look like models
...
",41.095222,78.37221,49.99273,46.064777,35.94879,3294.9026,12643.475,2021.6864,1427.6592,494.84457,57.40124,112.44321,44.963165,37.784378,22.245102,0.33580783,0.53887033,0.1725426,0.33242747,0.21018258,1717.901,1942.9645,730.5651,763.92474,218.00648,,
Girl Goin' Nowhere,Ashley McBryde,55,"arkansas country, contemporary country, country, country road",207066,2018-03-30,53,0.591,0.157,11,-12.924,1,0.0676,0.574,5.32e-05,0.122,0.146,82.412,4,"Don't waste your life behind that guitar
You may get goin', but you won't get far
You're not the first, and won't be the last
And you can tell us all about it when you come crawling back
That road you're on, just winds and winds
You're spinning your wheels and wasting your time

But when the lights come up, and I hear the band
And where they said I'd never be is exactly where I am
I hear the crowd, I look around
And I can't find an empty chair
Not bad for a girl goin' nowhere
...
",19.759802,27.7919,28.766537,31.471018,28.30257,403.23907,640.6587,501.17313,485.73935,303.45892,20.080814,25.311237,22.386896,22.039495,17.420073,0.18546927,0.35826704,0.32048428,0.6099606,0.20677026,408.29822,278.2071,250.38089,257.57547,151.26462,,
Girls Just Want to Have Fun,Cyndi Lauper,70,"dance pop, new wave pop, permanent wave, soft rock",238266,1983-10-14,84,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4,"I come home, in the mornin' light
My mother says, ""When you gonna live your life right?""
Oh momma dear, we're not the fortunate ones
And girls, they wanna have fun
Oh, girls just wanna have fun

The phone rings, in the middle of the night
My father yells, ""What you gonna do with your life?""
Oh daddy dear, you know you're still number one
But girls they wanna have fun
Oh, girls just wanna have

That's all they really want
Some fun
When the workin' day is done
Oh girls, they wanna have fun
Ho, girls just wanna have fun

Girls, they want
Wanna have fun
Girls
Wanna have
...
",35.218292,52.270897,39.709766,39.192955,40.600204,444.9284,1185.2933,617.95996,699.69916,531.74585,21.093327,34.42809,24.8588,26.451828,23.059614,0.26387164,0.4693824,0.20006731,0.20406576,0.51032597,149.65338,387.60577,301.32376,330.15094,184.23666,,
Girls Want Girls (with Lil Baby),Drake,96,"canadian hip hop, canadian pop, hip hop, pop rap, rap",221979,2021-09-03,79,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,4,"Woah
Woah, woah, woah

Ayy

Starin' at your dress 'cause it's see through, yeah
Talkin' all the shit that you done been through, yeah
Say that you a lesbian, girl, me too, ayy
Girls want girls where I'm from, wait, uh, yeah
Girls want girls, wait, woah, yeah, yeah
Girls want girls where I'm from, oh, yeah, yeah
Girls want girls, woah, ayy, woah
Girls want girls where I'm from, ayy

Cannot play a player, baby
I grew up with Drea faith
I done seen the realest ones come and leave a crazy way
Had to take my spot, it wasn't just somethin' that they gave away
Sorry to all my fans that might've caught me on a crazy day
Fuck you niggas thinkin' tryna block me on a fadeaway
I been on this shit, I only vibe with a payday
Say you go that way, I guess we both go the same way

Girls want girls where I'm from
Yeah, yeah, where we both from, ayy
And you just got to Miami, need hotel rooms
Niggas told you that they love you, but they fell through
So you shop 42 'cause you, ayy
And you throwin' on that dress 'cause it's see-through, yeah
Talkin' all the shit that you done been through, yeah
...
",35.056786,82.92584,34.916946,38.76992,31.575676,671.97614,22634.637,758.89215,781.6405,507.63156,25.922503,150.44812,27.547997,27.957834,22.53068,0.5898165,1.0000725,0.35026067,0.074128136,0.3265899,730.84656,4200.758,533.49445,489.40985,310.82053,,
Giving Chanel,Meek Mill,74,"hip hop, philly rap, pop rap, rap, southern hip hop, trap",207567,2024-02-29,47,0.738,0.643,2,-5.1,1,0.11,0.0641,0.0,0.143,0.0832,148.015,4,"(KJ, what you got goin' on, man?)
(Yo, Nick Papz, make it slap) Brr

Come with the gang, he one of the gang, I get him a lawyer or pay him a bail
He a lil' shooter, he ain't got no –, I get one my – to send him some mail
I was just whippin' the 'Rari on Collins, givin' 'em hell
She was just eatin' it 'til she cryin' (Ooh), it's givin' Chanel
Give me some money, I know what to do, I turn one into two and just give a scale
Stackin' my coins, all my diamonds is water, I'm knowin' these – ain't wishin' me well

He got hit up that yard stick (Brr), ooh, his kidneys failed
I've been puttin' it on and you know I'ma pop – 'cause I'm really for real
I ain't kissin' and tell, I'ma keep it a racky, – never could pack me
In the back of the 'Bach with a Maybach in back me, know I'm rich as an athlete
And I know what to do if them people come grab me, no, I'm never gon' pass peaks
Say I'm tellin on who? Get you smoked automatically, it'll go on my rap sheet (Brr, brr)

Ooh, racks
She throwin' it 'cause it was fat (Okay)
I'm blowin' it 'cause I be knowin' I lock and get focused, and go get it back (Yeah)
She gettin' real hype 'round Mike, Hov and I just told her, ""Relax""
This – out the trenches, I'm fresh out the kitchen from turnin' the stove to the max
...
",81.359634,64.83725,55.915817,49.861984,61.498226,31272.945,3200.3535,1678.8599,769.86224,1122.6687,176.84158,56.571667,40.973892,27.746391,33.50625,0.27695623,0.14589347,0.45721132,0.25785038,0.42874357,6353.986,995.0021,1200.1393,327.17865,362.07065,,
Glimpse of Us,Joji,78,viral pop,233456,2022-06-10,83,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3,"She'd take the world off my shoulders if it was ever hard to move
She'd turn the rain to a rainbow when I was living in the blue
Why then if she's so perfect, do I still wish that it was you?
Perfect don't mean that it's working, so what can I do? (Ooh)

When you're out of sight in my mind

'Cause sometimes I look in her eyes, and that's where I find a glimpse of us
And I try to fall for her touch, but I'm thinking of the way it was
Said, ""I'm fine"" and said, ""I moved on""
I'm only here passing time in her arms
...
",47.034344,52.727478,45.56302,47.691048,51.493515,1443.534,1617.4492,947.1221,1069.5321,1232.6755,37.99387,40.217525,30.775349,32.7037,35.109478,0.5899255,0.7784931,0.81272906,0.4025897,0.35156217,485.17606,519.44666,465.78516,353.65482,370.91254,,
God is a woman,Ariana Grande,89,pop,197546,2018-08-17,80,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,4,"You, you love it how I move you
You love it how I touch you, my one
When all is said and done
You'll believe God is a woman
And I, I feel it after midnight
A feeling that you can't fight, my one
It lingers when we're done
You'll believe God is a woman

I don't wanna waste no time, yuh
You ain't got a one-track mind, yuh
Have it any way you like, yuh
And I can tell that you know I know how I want it
Ain't nobody else can relate
Boy, I like that you ain't afraid
Baby, lay me down and let's pray
I'm tellin' you the way I like it, how I want it

(Yuh) and I can be all the things you told me not to be
(Yuh) when you try to come for me, I keep on flourishing
(Yuh) and he sees the universe when I'm the company
It's all in me

...
",68.34877,68.275604,50.1101,44.53169,40.65596,7621.196,3527.4202,1229.3082,833.31537,524.51355,87.29946,59.39209,35.061493,28.867203,22.902262,0.31757605,0.82760155,0.8777231,0.34963644,0.32406664,1149.5131,931.1854,388.37402,313.04733,229.54407,,
Going Bad (feat. Drake),Meek Mill,74,"hip hop, philly rap, pop rap, rap, southern hip hop, trap",180522,2018-11-30,81,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,4,"Yeah
(Wheezy outta here)
Jeez, jeez

Back home, smokin' legal (legal)
I got more slaps than The Beatles (Beatles)
Foreign runnin' on diesel, dawg
Playin' with my name, that sh- is lethal, dawg (who you say you was?)
Don Corleone
Trust me, at the top it isn't lonely (strapped)
Everybody actin' like they know me, dawg
Don't just say you're down, you gotta show me (what you gotta do?)
Bring the clip back empty (it's empty)
You asked to see the boss, so they sent me, dawg (sent me, dawg)
I just broke her off with a ten-piece, dawg (ten-piece, dawg)
That ain't nothin', I'm just bein' friendly, dawg

It's just a lil' ten piece for her
Just to blow it in the mall, doesn't mean that we're involved
I just what? I just uh, put a Richard on the card
I ain't grow up playin' ball
But I'll show you how the f- you gotta do it
If you really wanna ball 'til you fall
...
",73.880455,81.61715,87.90053,56.69624,52.23678,5576.961,2121.9812,4909.9897,899.3969,761.419,74.679054,46.06497,70.07132,29.989946,27.593822,0.64611596,0.24725324,0.7447014,0.5727418,0.54751444,1134.0288,385.74216,863.23376,219.31723,194.8804,,
Good Days,SZA,90,"pop, r&b, rap",279204,2020-12-25,83,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,4,"Good day in my mind, safe to take a step out
Get some air now, let your edge out
Too soon, I spoke, you be heavy in my mind
Can you get the heck out?
I need rest now, got me bummed out
You so, you so, you, baby, baby, babe
I've been on my empty mind shit

I try to keep from losin' the rest of me
I worry that I wasted the best of me on you, baby
You don't care
Said, ""Not tryna be a nuisance, it's just urgent""
Tryna make sense of loose change
Got me a war in my mind
Gotta let go of weight, can't keep what's holdin' me
Choose to watch
While the world break up and fall on me

All the while, I'll await my armored fate with a smile
...
",42.931725,61.39569,58.392483,53.030506,54.74779,1605.6322,2334.6328,1828.7666,1743.4069,1222.7714,40.07034,48.31804,42.76408,41.754124,34.968147,0.202603,0.33614272,0.17563702,0.3886213,0.32105464,897.6364,686.7888,496.3415,594.97705,458.82806,,
